X-coordinate,Y-coordinate,Z-coordinate,r-value
-6490.2976460355085,-3434.6997674860563,1522.3846371025245,7499.2520300486385
-6323.540156525943,-3346.4508239580305,2247.8661640428622,7499.252997453433
-6093.599868546713,-3224.765210026232,2950.88792781004,7499.253934908664
-5802.774249435809,-3070.8587575310416,3624.4255479133776,7499.254833047587
-5453.969116442008,-2886.2692402962575,4261.74923556852,7499.255682896298
-5050.669603405453,-2672.8410095432305,4856.491036460268,7499.256475963387
-4596.905338920719,-2432.706565990983,5402.708458301616,7499.25720432479
-4097.210183892093,-2168.265252757975,5894.943847400795,7499.257860702962
-3556.576930759164,-1882.1592819532054,6328.278920919679,7499.258438539588
-2980.407417020531,-1577.2473344896773,6698.383909907869,7499.258932061115
-2374.458551510607,-1256.5759969052335,7001.560822044541,7499.25933633644
-1744.7847927308983,-923.349320591889,7234.780391776399,7499.259647326179
-1097.6776539948921,-580.896807599241,7395.71234861734,7499.259861923023
-439.60283985922223,-232.64014290207172,7482.74870114403,7499.2599779827915
222.8643580130726,117.94099444977007,7495.019804013317,7499.259994345855
883.104760015913,467.34369967535554,7432.403047445268,7499.259910848718
1534.5214363052537,812.0768426852496,7295.524082338501,7499.259728325657
2170.60562217767,1148.695950847734,7085.750568775252,7499.259448600382
2785.001752476644,1473.83762553984,6805.178510386995,7499.259074467815
3371.570965185101,1784.253148583665,6456.611311140091,7499.258609666164
3924.4524396618967,2076.8409427648394,6043.531763824674,7499.258058839577
4438.12195662087,2348.677562082499,5570.067250161329,7499.257427491727
4907.447094716533,2597.0469020737387,5040.948500273761,7499.256721930836
5327.738512214042,2819.467338344002,4461.462323632664,7499.255949206633
5694.796801345451,3013.7165221396913,3837.398783814025,7499.255117039925
6004.954447198809,3177.85358521372,3174.9933449316895,7499.254233745444
6255.112471909056,3310.2385321247284,2480.864567844225,7499.253308148779
6442.771398030089,3409.548626216994,1761.9479786989405,7499.252349498185
6566.056221735885,3474.7916055702617,1025.4267706157646,7499.251367372182
6623.735146356601,3505.315596885919,278.66003095004714,7499.2503715838475
6615.23188910555,3500.815628271861,-470.8907887104287,7499.249372082771
6540.631438071286,3461.3366758730817,-1215.736425109607,7499.248378855635
6400.679201994107,3387.2732139289187,-1948.4346335354226,7499.247401826437
6196.773561364016,3279.3652727747767,-2661.664548002844,7499.246450757332
5930.951895307937,3138.6910441970977,-3348.2998284358623,7499.245535151086
5605.870223919084,2966.6561080466267,-4001.479864005476,7499.244664156134
5224.776669469517,2764.979387772032,-4614.678321211407,7499.24384647517
4791.4790017011455,2535.6759752166236,-5181.768351832358,7499.2430902781925
4310.30659149359,2281.03699629859,-5697.083809249265,7499.242403120871
3786.0671530694535,2003.6067187577332,-6155.475861532789,7499.241791869055
3223.9987069607027,1706.1571307037539,-6552.364435682694,7499.24126263017
2629.7172437038816,1391.6602439675505,-6883.783979052712,7499.2408206921955
2009.1606111808376,1063.2583989857915,-7146.423080773569,7499.2404704708315
1368.5291862455565,724.2328679127235,-7337.657557332729,7499.240215465372
714.2239234011296,377.9710696530692,-7455.576671768223,7499.240058223748
52.78239949243568,27.93272437586341,-7499.002224534161,7499.240000317067
-609.1865066017875,-322.38471433723754,-7467.5003253117,7499.240042323911
-1265.0686466581483,-669.4810043395765,-7361.3857281601595,7499.240183824564
-1908.3106884440733,-1009.8880876278004,-7181.718686698339,7499.240423405196
-2532.4855934384095,-1340.204741497167,-6930.294360734095,7499.240758671999
-3131.356832745571,-1657.1305619422194,-6609.62488017432,7499.241186275096
-3698.9406996163657,-1957.498939771665,-6222.91424540469,7499.241701942019
-4229.566096001437,-2238.308699967989,-5774.026314896495,7499.242300520395
-4717.931195796851,-2496.754088176066,-5267.44619986096,7499.242976029425
-5159.156418640813,-2730.252804715953,-4708.235451641041,7499.2437217196475
-5548.833184976522,-2936.471806019465,-4101.981489548237,7499.244530140372
-5883.067965240734,-3113.3506156932367,-3454.7417743970514,7499.245393214126
-6158.5211830479075,-3259.1219122890857,-2772.9832854901865,7499.246302317361
-6372.440583649641,-3372.3291880688553,-2063.5179057348123,7499.24724836662
-6522.68873424201,-3451.84130231219,-1333.4343604593673,7499.248221909289
-6607.764381319394,-3496.863783740897,-590.027389940169,7499.249213218052
-6626.817451646165,-3506.9467691123355,159.27513670708458,7499.250212388081
-6579.657546923734,-3481.9894986420445,906.9864380371797,7499.251209435999
-6466.755847236641,-3422.241323317465,1645.635625652511,7499.252194399632
-6289.240404217191,-3328.299214015818,2367.8423510193234,7499.253157437549
-6048.884870916376,-3201.1017972923228,3066.390547869773,7499.254088927394
-5748.090780948896,-3041.9199774102167,3734.3005333648234,7499.254979562028
-5389.863553937524,-2852.3442382952767,4364.898747581756,7499.255820442524
-4977.782466971396,-2634.2687522730726,4951.8844344809695,7499.256603167082
-4515.9648920889495,-2389.872454356194,5489.392598059272,7499.257319914978
-4009.0251570955043,-2121.5972711717977,5972.052604609274,7499.257963524703
-3462.0284407547583,-1832.1237220536289,6395.041845504822,7499.258527565521
-2880.4401630174725,-1524.3441360839374,6754.1339242836875,7499.259006401724
-2270.071375970216,-1201.333752695353,7045.740886511869,7499.259395248938
-1637.0207011551097,-866.319994594059,7266.949070438274,7499.259690221929
-987.6133934265852,-522.6502200311952,7415.548220191977,7499.259888373427
-328.3381402276405,-173.75827664630205,7490.0535705988395,7499.259987723566
334.2177721984116,176.86980891558815,7489.720682926354,7499.259987279673
993.4342778248779,525.7306627750794,7414.552883304599,7499.259887046182
1642.7246774041428,869.3385689283605,7265.301229491573,7499.259688024594
2275.6014516189566,1204.2602979142014,7043.457006315096,7499.259392203467
2885.7410831986645,1527.149411019968,6751.236824783752,7499.259002538547
3467.0472402804216,1834.7796972498334,6391.560473770123,7499.258522923239
4013.711689673376,2124.0774089456586,5968.021745591882,7499.257958149698
4520.272331371974,2392.151973957718,5484.8525270257005,7499.257313860957
4981.667774433502,2636.3248774871236,4946.880514584927,7499.256596494533
5393.287908901077,2854.1564250143697,4359.480976599895,7499.255813218118
5751.019968466861,3043.470118903808,3728.523044125009,7499.2549718579485
6051.289623633722,3202.3744051216686,3060.3110673637716,7499.254080820619
6291.09669479595,3329.2815727868583,2361.521623604557,7499.253149009077
6468.045128422832,3422.9236177255093,1639.136806106776,7499.252185733678
6580.366936857951,3482.3649115391095,900.374460530553,7499.25120061915
6626.939862566392,3507.011549617355,152.61606599666518,7499.2502035084335
6607.2985903704985,3496.6172847124826,-596.6670186099792,7499.249204364327
6521.639395684769,3451.2859868097066,-1339.9882061555777,7499.24821316995
6370.818182347674,3371.470604737467,-2069.9204846906896,7499.247239828987
6156.341929697629,3257.968639914888,-2779.170625393801,7499.246294066742
5880.353634391502,3111.914177482666,-3460.6520535758395,7499.245385332956
5545.6108974597655,2934.766554459648,-4107.555654663421,7499.244522707398
5155.458370582224,2728.295778166524,-4713.4178077205015,7499.243714809137
4713.794336919667,2494.5648406255686,-5272.184966775165,7499.242969710425
4225.031760435002,2235.9091056558163,-5778.2741447181825,7499.242294856043
3694.0541928990683,1954.9129746278365,-6226.628695483111,7499.241696988913
3126.166979148639,1654.384064028744,-6612.768837197767,7499.241182082725
2527.044248133391,1337.3251528444998,-6932.836411544101,7499.240755282251
1902.672219388409,1006.9041800459505,-7183.633432150695,7499.240420851941
1259.2893913750647,666.4225919431628,-7362.65403689735,7499.240182133312
603.3242092821671,319.2823556568257,-7468.109524911281,7499.240041511562
-58.66916494216863,-31.048031719863772,-7498.94622812344,7499.240000391736
-720.0763386010206,-381.06819866356625,-7454.856038840365,7499.240059184691
-1374.2887760264996,-727.2808732216176,-7336.279488156659,7499.240217302986
-2014.7698278400417,-1066.226826045052,-7144.401344453548,7499.240473166756
-2635.1200419939773,-1394.519433336485,-6881.138775956261,7499.240824219494
-3229.141104067622,-1708.878514392258,-6549.122195611352,7499.241266953599
-3790.897767984553,-2006.1631056648641,-6151.668979651942,7499.241796945416
-4314.77715839071,-2283.4028438944165,-5692.750322415396,7499.242408899443
-4795.544852189586,-2537.8276447530448,-5176.951558551263,7499.243096701238
-5228.397178904416,-2766.8953804725866,-4609.42634902425,7499.2438534785115
-5609.009217309819,-2968.3172799153594,-3995.845188624956,7499.244671669797
-5933.578008769004,-3140.0807973002743,-3342.3387494364006,7499.245543099995
-6198.860555496599,-3280.4697210840627,-2655.436626303475,7499.246459062066
-6402.206224067123,-3388.081322068973,-1942.0020962951899,7499.2474104040175
-6541.5832303819925,-3461.840369387088,-1209.1635439813356,7499.248387620357
-6615.59894143753,-3501.0098743031003,-464.243237665004,7499.24938094706
-6623.513791011587,-3505.1984544691127,285.3158318130167,7499.250380459136
-6565.248670189451,-3474.3642450299544,1032.0243187142175,7499.251376169789
-6441.385718844657,-3408.815317479001,1768.421353441015,7499.252358130209
-6253.16251012446,-3309.2066020571992,2487.1490892879356,7499.253316528972
-6002.459686005574,-3176.533344423905,3181.0262200502766,7499.254241790073
-5691.782167422463,-3012.1211619576097,3843.1197339098353,7499.255124668611
-5324.234126675436,-2817.612799022221,4466.814186630005,7499.255956343152
-4903.487972155907,-2594.951713519985,5045.877801872813,7499.256728503883
-4433.747655259744,-2346.362658716372,5574.524738145816,7499.257433435627
-3919.7066660979813,-2074.3294543485135,6047.472900184194,7499.258064094939
-3366.5011376893813,-1781.570169116401,6459.996717089784,7499.25861418048
-2779.65852720295,-1471.0099625255882,6807.97435983738,7499.259078195978
-2165.042387018588,-1145.7518574410103,7087.928926320616,7499.259451505141
-1528.793777451863,-809.0457353917348,7297.063182386314,7499.25973037799
-877.2699065516634,-464.25586442804376,7433.287511697296,7499.259912028118
-216.98061009126175,-114.82728399747138,7495.240795125277,7499.259994640539
445.47669354025,235.74861726993012,7482.304011028183,7499.259977389814
1103.4829235983502,583.9689869112901,7394.60642050568,7499.259860448308
1750.4634737003075,926.354508530715,7233.024275823936,7499.259644984463
2379.9539041409043,1259.4841665194676,6999.172064916352,7499.259333151121
2985.6645333905863,1580.0294282176758,6695.386379453211,7499.258928064018
3561.5432833604477,1884.787501960234,6324.702567685283,7499.25843377065
4101.836150471769,2170.7133386859473,5890.8244053663875,7499.257855209834
4601.144698294782,2434.950057345386,5398.087087828192,7499.257198162358
5054.479997287652,2674.8574900954304,4851.4139130191525,7499.256469193223
5457.312472674255,2888.0385620592647,4256.267088360669,7499.255675586048
5805.61716239103,3072.3632420707063,3618.5931529896093,7499.254825270294
6095.913932903533,3225.9898250965707,2944.7635607569196,7499.2539267420325
6325.302251080296,3347.383333695827,2241.5110177033225,7499.252988979064
6491.490164713569,3435.3308546641238,1515.8622101496435,7499.252021351203
6592.817202149236,3488.953657638796,775.0675955971915,7499.251033526671
6628.270962251936,3507.715974595959,26.52895797583923,7499.250035375481
6597.4972289807865,3491.430352537368,-722.2745488937906,7499.249036870831
6500.80350955404,3440.2595259058235,-1463.8611306601758,7499.24804798945
6339.155960892194,3354.714790042642,-2190.8211079463854,7499.247078611913
6114.169735091195,3235.650891961129,-2895.8909510739663,7499.24613842392
5828.092840430795,3084.25748950702,-3572.025854287646,7499.245236819518
5483.783679210317,2902.0472642626255,-4212.470124366264,7499.244382807241
5084.682486878607,2690.8408069836655,-4810.824680350211,7499.243584920097
4634.776957855389,2452.7484266025203,-5361.110989987122,7499.242851130312
4138.562401518373,2190.149064566325,-5857.830804106638,7499.242188769669
3600.9968264762674,1905.666525197201,-6296.021092123052,7499.241604456258
3027.45140191364,1602.1432595745123,-6671.3036298162415,7499.241104028345
2423.6567909765545,1282.6119648793115,-6979.928743972975,7499.24069248604
1795.6458924050046,950.2652829640379,-7218.812776851475,7499.240373941337
1149.6935624974024,608.4239008980019,-7385.568896178084,7499.240151577031
492.2539196582871,260.5033722031503,-7478.53094286796,7499.240027614911
-170.10414207245557,-90.02000972660502,-7496.770078220162,7499.2400032935675
-830.7625862188966,-439.64394506084375,-7440.104064274269,7499.240078856009
-1483.120358052027,-784.8751207992385,-7309.099084614008,7499.240253547243
-2120.659339107835,-1122.264114250603,-7105.064087427257,7499.240525621811
-2737.0094730854776,-1448.439858001913,-6830.037707337688,7499.240892361233
-3326.0124124490185,-1760.1433220358472,-6486.767896664325,7499.2413501011715
-3881.7830498323724,-2054.2600764750227,-6078.684469601941,7499.241894268041
-4398.768319476425,-2327.851409612848,-5609.864833619559,7499.2425194247035
-4871.802681198628,-2578.1836903230565,-5084.993250438692,7499.243219324801
-5296.159732534081,-2802.7556814771538,-4509.314033599262,7499.243986975165
-5667.599433366213,-2999.32353146821,-3888.5791502010297,7499.244814705686
-5982.410471194807,-3165.9231941342823,-3228.9907503193263,7499.245694245952
-6237.447343733958,-3300.8900530649616,-2537.1391982758005,7499.24661680789
-6430.161788307652,-3402.8755542033864,-1819.937224890665,7499.247573173566
-6558.628243987532,-3470.8606805439276,-1084.5508586064063,7499.248553787288
-6621.563092034349,-3504.1661342753464,-338.32782556209287,7499.24954885109
-6618.337482364025,-3502.459124614329,411.27586600510955,7499.250548422623
-6548.983617841811,-3465.7566934871193,1156.7704235045626,7499.251542514499
-6414.194433572787,-3394.425545808361,1890.707105535717,7499.252521194079
-6215.316674351297,-3289.178386030805,2605.75264749734,7499.253474682721
-5954.337439396094,-3151.066797548131,3294.7625336171204,7499.254393453483
-5633.864328773322,-2981.4707360772163,3950.852383272579,7499.255268326309
-5257.0993898435145,-2782.0847419803863,4567.466738307412,7499.256090559761
-4827.807124021928,-2554.9010092741314,5138.444564009374,7499.256851938353
-4350.276873496128,-2302.1894804815506,5658.080809244783,7499.257544854641
-3829.2799637052194,-2026.4751662061715,6121.1834106173455,7499.258162385236
-3270.0220297922715,-1730.512916038974,6523.12517103752,7499.258698359976
-2678.091003370116,-1417.2598928803443,6859.889994301443,7499.259147423578
-2059.401279309004,-1089.8460257094384,7128.1130136730935,7499.259505089148
-1420.1346204315114,-751.5427360368435,7325.114213474829,7499.259767783008
-766.6783905999306,-405.73025052844525,7448.925207712769,7499.25993288041
-105.56173338208556,-55.86382641855354,7498.308908141985,7499.259998731754
556.6096659864021,294.56077280396687,7472.771885230677,7499.259964679076
1213.2195834674546,642.042206460372,7372.569298501294,7499.259831062617
1857.7073643924446,983.1085414755036,7198.70234697996,7499.259599217432
2483.6334763684463,1314.3519433217402,6952.90826523173,7499.259271460039
3084.7438518952226,1632.4627264714811,6637.642964950502,7499.258851065281
3655.0323777651815,1934.2624241173967,6256.056495564599,7499.258342233605
4188.800906840529,2216.7355467216166,5811.961569076666,7499.257750049089
4680.716192562063,2477.0597120582624,5309.795463663764,7499.257080428643
5125.8631772991785,2712.633845689502,4754.575686725547,7499.256340062896
5519.794102088648,2921.104170098497,4151.849840426158,7499.255536349336
5858.572947069914,3100.387722802296,3507.64019070361,7499.254677318402
6138.8147585863735,3248.6931684613883,2828.3834936426265,7499.25377155325
6357.719470022101,3364.538697044991,2120.866680490384,7499.252828103985
6513.09987846696,3446.7668292298745,1392.159043971539,7499.251856397239
6603.403497703574,3494.5559811164,649.5416035105864,7499.250866141985
6627.728069201105,3507.428672728286,-99.56564484980862,7499.249867232527
6585.83057617229,3485.2562982991685,-847.6778669173307,7499.248869649638
6478.129670668767,3428.2604107042525,-1587.3201764265687,7499.247883360837
6305.701489505604,3337.010507225493,-2311.102321481581,7499.246918220794
6070.268900862568,3212.418338796235,-3011.792525128474,7499.24598387287
5774.184289046122,3055.7287996064038,-3682.3897422828545,7499.245089652761
5420.406049457559,2868.507488115597,-4316.1936110678935,7499.244244495218
5012.469028652826,2652.625063776732,-4906.8713996648485,7499.243456844776
4554.449204872537,2410.2385557861317,-5448.521279802395,7499.2427345713795
4050.9229619606253,2143.769810626334,-5935.731294720031,7499.242084891743
3506.9213636031086,1855.8812937519292,-6363.633432463338,7499.241514297252
2927.8798847660205,1549.4494872012117,-6727.952264275413,7499.241028489098
2319.584102592199,1227.5361489321426,-7025.04766215329,7499.240632321315
1688.1118893814314,893.3577210423559,-7251.951168793553,7499.2403297522815
1039.7726852203455,550.2531925244054,-7406.39565657113,7499.240123805166
381.04445700086956,201.65073764562706,-7486.8379792430815,7499.240016537726
-281.49102632161396,-148.966536726838,-7492.474390076244,7499.24000902174
-941.2139555614648,-498.0953926352344,-7423.248572365233,7499.240101332306
-1591.5326231970694,-842.2474636707193,-7279.852202112445,7499.240292547087
-2225.949284500395,-1177.9841090307111,-7063.718037248786,7499.24058075553
-2838.125079880587,-1501.9507707657547,-6777.005602436467,7499.240963077949
-3421.9433697971645,-1810.9104909498428,-6422.579612469076,7499.241435694306
-3971.570849457142,-2101.7762539006694,-6003.981349828666,7499.241993882375
-4481.515832687171,-2371.641830312368,-5525.393282352568,7499.242632064926
-4946.683122650935,-2617.8108151287406,-4991.597274498977,7499.243343865447
-5362.424921177634,-2837.8235690285765,-4407.926809706373,7499.244122171865
-5724.5872680396515,-3029.481794336471,-3780.213701179177,7499.244959207598
-6029.551546173507,-3190.8704998048142,-3114.7298234996783,7499.245846609263
-6274.270638128311,-3320.3771347971233,-2418.124447218973,7499.246775510235
-6456.299372461716,-3416.7077016814683,-1697.3578025153734,7499.247736629243
-6573.818955848953,-3478.8996854315137,-959.6315356912559,7499.2487203631035
-6625.655146756737,-3506.3316712306682,-212.31675333227307,7499.249716882673
-6611.289989061411,-3498.7295539647243,537.1196269381742,7499.250716231058
-6530.866988333374,-3456.169277538905,1281.1894832460623,7499.251708423098
-6385.189679026854,-3379.07607662712,2012.458308356767,7499.252683545139
-6175.7135968491775,-3268.2202284074256,2723.619493100565,7499.253631854084
-5904.531736478529,-3124.709356709507,3407.5673321059844,7499.254543874744
-5574.35363989378,-2949.977365448467,4057.4680223725554,7499.255410494509
-5188.478324225537,-2745.7701119007193,4666.827945259463,7499.256223054403
-4750.761319596468,-2514.127962955131,5229.558549603922,7499.256973435593
-4265.576146276654,-2257.365408620327,5740.037187637826,7499.25765414052
-3737.770616048496,-1978.0479364763703,6193.163295804797,7499.258258367804
-3172.618394397522,-1678.9663981305082,6584.409359091312,7499.258780080208
-2575.766307507208,-1363.1091238007332,6909.866149605214,7499.259214064953
-1953.1779205600167,-1033.6320636549253,7166.281787347309,7499.259555985806
-1311.073951110465,-693.8272542534025,7351.094232851552,7499.259802426408
-655.8701129268646,-347.0899251819353,7462.45688700077,7499.2599509244055
5.886988623264468,3.115425448611067,7499.2570422029185,7499.259999996056
667.5852690945268,353.28964765378686,7461.12700054688,7499.259949151051
1322.613231771607,699.9339024790029,7348.447747835056,7499.259798897418
1964.4260286046783,1039.5846217951914,7162.345146778332,7499.25955073644
2586.6108551708608,1368.8481156575385,6904.67868739466,7499.259207147662
3182.95102621781,1684.4344814213168,6578.0229070275445,7499.2587715641075
3747.488091530357,1983.1904757863338,6185.641665652304,7499.258248337983
4274.581371447283,2262.1310213066126,5731.455533533383,7499.257642697193
4758.964317142933,2518.4690325488723,5220.002617121617,7499.256960693098
5195.7971325216695,2749.6432638767856,4656.393214648259,7499.25620914006
5580.715131932896,2953.3439006089866,4046.2587545282954,7499.255395547346
5909.872350530194,3127.5356378512806,3395.6955268102192,7499.254528044106
6179.979971539195,3270.478016409608,2711.2037699365624,7499.253615298147
6388.339186495454,3380.7428126013483,1999.6227214847936,7499.252666429324
6532.868160144965,3457.228308222986,1268.062281880724,7499.25169091842
6612.122830610683,3499.170298108005,523.8319739140592,7499.250698512418
6625.311337030583,3506.1497253090965,-225.63209210357257,7499.249699127111
6572.301930548752,3478.096867636393,-972.8415177771809,7499.2487027480265
6453.624289656292,3415.292033742817,-1710.3304382771182,7499.247719330655
6270.464226781389,3318.3627618236105,-2430.7301186031286,7499.246758700978
6024.651839060043,3188.2775489416686,-3126.8425791293016,7499.245830457289
5718.643221720085,3026.3361736538495,-3791.7125148055784,7499.244943874292
5355.495926827905,2834.156708650229,-4418.6967894473255,7499.244107810433
4938.838412636347,2613.6593531877684,-5001.530810781944,7499.243330619383
4472.8337888096175,2367.0472468719995,-5534.391123094008,7499.2426200665805
3962.1382197881358,2096.7844564981715,-6011.953592106784,7499.241983251633
3411.8544019212945,1805.5713559043813,-6429.446600783179,7499.241426537385
2827.480579210144,1496.3176448335244,-6782.698724578074,7499.2409554863425
